7196,1.334287444114685,0.5126,1.3633390716552733,0.5002
25371,0.7557660408973694,0.74784,0.863012284374237,0.7095
54646,0.7991562540435792,0.70778,0.9362322211265564,0.6697
95021,0.7306052560615539,0.73198,0.9193584800720215,0.6789
146496,0.34014690878868103,0.88886,0.6919985868930817,0.7763
209071,0.34328565880060197,0.88816,0.7282157317161561,0.7727
282746,0.36451421413898466,0.88114,0.7701531631946563,0.7661
367521,0.22204936119943858,0.93606,0.7443019665241242,0.7938
463396,0.28756542387247086,0.9167,0.9069880879163742,0.771
570371,0.23927145295321942,0.92994,0.7925342163324356,0.7895
688446,0.22187174384087324,0.93568,0.806759278512001,0.7895
817621,0.2729533586600423,0.92354,0.9715594491004944,0.7654
957896,0.20985467282027007,0.93998,0.7457862104654313,0.7937
1109271,0.20635332197129727,0.94548,0.7683313849925995,0.7935
121,2.283357999343872,0.1126,2.282176124572754,0.1121
648,2.019037751083374,0.21252,2.016848836517334,0.2145
1619,1.849154070854187,0.29926,1.8543965366363526,0.295
3034,1.526906923675537,0.4526,1.5439149745941163,0.4426
4893,1.5520458953475953,0.4761,1.5716823123931885,0.4744
