2.2998269,2.3023372,0.11230908,0.1135
2.2976894,2.3054779,0.11438181,0.117599994
2.2942057,2.295686,0.12076362,0.14639999
2.2886038,2.319632,0.12919998,0.12329999
2.2793603,2.3244472,0.13719997,0.1222
2.2696111,2.338292,0.14636362,0.10739999
2.2541947,2.3554642,0.15905452,0.095599994
2.238909,2.3747067,0.16841817,0.09159999
2.2186604,2.3965862,0.1811636,0.09809999
2.2020617,2.4128668,0.18992722,0.11569999
2.1845655,2.4415846,0.20029086,0.113800004
2.163729,2.4962356,0.2106363,0.1011
2.1427462,2.5072043,0.22161812,0.10719999
2.1265478,2.5387855,0.22959994,0.10859999
2.1146867,2.5875509,0.23743628,0.10639999
2.1024709,2.6444316,0.24487264,0.0998
2.0927222,2.7155561,0.25169083,0.0999
2.0840986,2.7970753,0.2606181,0.09719999
2.0665665,2.8412893,0.26872715,0.0958
2.0500233,2.8979638,0.27912718,0.09549999
2.04443,2.9365265,0.28594536,0.0993
2.0485258,2.9668794,0.28903624,0.0999
2.0591383,3.0152173,0.2925999,0.10319999
2.0661807,3.0760596,0.2975453,0.10869999
2.0521493,3.1073184,0.30418167,0.1082
2.043942,3.1436841,0.31010896,0.10869999
2.0316586,3.1733503,0.31710893,0.109
2.0376217,3.2388444,0.32041803,0.1038
2.0724142,3.3152597,0.3168726,0.0991
2.0614793,3.3487153,0.32329074,0.102
2.0399656,3.415557,0.3338726,0.10679999
2.0476716,3.509966,0.3350362,0.10259999
1.9999094,3.505792,0.34792706,0.109
1.9640826,3.5260675,0.35863617,0.1138
1.9458737,3.568429,0.364218,0.11559999
1.9375936,3.600216,0.3697998,0.11299999
1.9478017,3.6318376,0.3714725,0.1137
1.9730432,3.6935635,0.3668362,0.11249999
1.956223,3.7438776,0.37325433,0.109699994
1.9196112,3.7511787,0.38589072,0.10949999
1.9029663,3.8270466,0.39201796,0.114599995
1.9094048,3.9490016,0.39403617,0.1122
1.9220783,4.0719285,0.3918907,0.1069
1.9260314,4.1306133,0.3924907,0.1018
1.9360763,4.123815,0.3935271,0.09849999
1.918361,4.1865587,0.39969075,0.101
1.9335549,4.3425913,0.40279976,0.0996
1.8917472,4.3580475,0.4117089,0.096599996
1.856463,4.2871065,0.42221797,0.10019999
1.8785114,4.322156,0.41714528,0.09989999
1.86088,4.355307,0.42369068,0.09969999
1.8221049,4.4139233,0.4362543,0.0999
1.8528413,4.543768,0.4311634,0.09809999
1.8955688,4.6513004,0.4260725,0.101299986
1.9298517,4.712083,0.42463616,0.1022
1.9271516,4.7856636,0.42570886,0.0979
1.8968728,4.811674,0.4335816,0.10379999
1.8814353,4.855649,0.43501794,0.104799986
1.8449936,4.856598,0.44467252,0.0986
1.910035,5.0276356,0.4379634,0.096799985
1.9090955,5.1225576,0.43969068,0.09429999
1.8225707,5.0549107,0.45823613,0.097799994
1.7627374,5.009341,0.4699998,0.097399995
1.7754191,5.125782,0.47154522,0.0958
1.8463218,5.3339696,0.46158153,0.0916
1.8558341,5.3872304,0.4637452,0.09529999
1.8184102,5.29271,0.47047246,0.09809999
1.9319425,5.331303,0.44729066,0.10249999
1.9541305,5.502923,0.44461793,0.100899994
1.8460605,5.544524,0.46934524,0.0999
1.770063,5.573578,0.4864361,0.09680001
1.8097317,5.7375665,0.48194525,0.100099996
1.9443965,6.007217,0.46143612,0.1009
1.9241806,6.002719,0.46730885,0.1066
1.8301127,5.868603,0.48441795,0.110599995
1.9299474,6.058914,0.46827245,0.1062
1.9808182,6.1547775,0.46009064,0.10499999
1.8928939,6.0154405,0.4740725,0.10339999
1.8299217,5.9608574,0.48898157,0.10739999
1.8376802,6.003402,0.48899975,0.10499999
1.8813398,6.1423345,0.4861816,0.103999995
1.884285,6.3360415,0.48929068,0.09979998
1.8212898,6.3610415,0.50510883,0.09379999
1.8547969,6.445783,0.5029998,0.100099996
1.8345075,6.488659,0.5034543,0.096499994
1.8127502,6.480707,0.50843614,0.09499999
1.8389888,6.5191865,0.50603616,0.09669999
1.8363618,6.543287,0.50667244,0.10249999
1.9215293,6.6310964,0.4913816,0.107599996
1.8930393,6.6318183,0.49854523,0.10599999
1.7823646,6.5578175,0.51539975,0.1046
1.7320585,6.6336393,0.5248725,0.098599985
1.7854781,6.867202,0.52038157,0.0967
1.8618028,7.0742097,0.5088361,0.0953
1.774432,6.8694515,0.52281797,0.094399996
1.7445605,6.7501273,0.52552706,0.098299995
1.8390515,6.837821,0.5069998,0.099999994
1.8077127,6.916125,0.5162907,0.09929999
1.6518476,6.881247,0.5485635,0.1015
1.6228722,6.919189,0.55719984,0.100899994
1.6285155,7.029643,0.5594726,0.0958
1.6544095,7.1956024,0.5593998,0.0932
1.6658554,7.3926215,0.56003624,0.09070001
1.7011188,7.474306,0.5569817,0.09399999
1.7916677,7.700085,0.54459983,0.088599995
1.8074913,7.80664,0.54318166,0.088199995
1.7437468,7.6748896,0.5549453,0.09879999
1.7943509,7.6137433,0.54567254,0.10429999
1.8068639,7.5716944,0.5414544,0.1032
1.8785925,7.7012186,0.5366361,0.1003
1.8681045,7.82093,0.53939986,0.1001
1.7590978,7.8660436,0.55987257,0.098699994
1.6752175,7.782299,0.57269084,0.09639999
1.7009073,7.7764525,0.5692726,0.10509999
1.7514793,7.7801414,0.5627272,0.1023
1.7706726,7.7788334,0.5600908,0.09879999
1.7353724,7.928632,0.5662908,0.0911
1.7699847,8.071357,0.56216353,0.09379999
1.781066,8.207263,0.5627817,0.095099986
1.7554988,8.357181,0.56779987,0.092099994
1.752969,8.434304,0.57025445,0.09189999
1.7413862,8.427374,0.57221806,0.093499996
1.7557101,8.309738,0.5670544,0.0951
1.6845785,8.34269,0.5831635,0.09169999
1.7759856,8.526692,0.5736726,0.09109999
1.7313905,8.46685,0.57943624,0.092499994
1.7636584,8.433563,0.5710362,0.0934
1.8670994,8.497446,0.5590726,0.09909999
1.8551679,8.535393,0.56561804,0.09900001
1.71268,8.646624,0.5878726,0.0905
1.7034216,8.914643,0.5940181,0.087699994
1.7911183,9.121308,0.58501804,0.087900005
1.8110691,9.1522455,0.5829635,0.0881
1.8054354,9.099577,0.5850545,0.087699994
1.8735998,9.264407,0.5768544,0.0902
1.7484082,9.296847,0.5935272,0.088700004
1.7498287,9.364909,0.59379995,0.0915
1.7034466,9.3133545,0.606109,0.09159999
1.7543192,9.444491,0.59907264,0.091299996
1.7532377,9.5253105,0.60243636,0.0941
1.8004117,9.601133,0.59658176,0.0962
1.7220176,9.567366,0.6078545,0.10049999
1.6765914,9.418985,0.6140545,0.1059
1.682525,9.409256,0.61507267,0.100499995
